store_id,region,daily_sales,daily_cost,u_r
41,North,"{""[964,965)""}","{""[672,673)""}",402
41,North,"{""[754,755)""}","{""[525,526)""}",403
41,North,"{""[567,568)""}","{""[395,396)""}",404
41,North,"{""[981,982)""}","{""[683,684)""}",405
41,North,"{""[939,940)""}","{""[654,655)""}",406
41,North,"{""[1033,1034)""}","{""[720,721)""}",407
41,North,"{""[1003,1004)""}","{""[699,700)""}",408
41,North,"{""[923,924)""}","{""[643,644)""}",409
41,North,"{""[965,966)""}","{""[673,674)""}",410
42,North,"{""[836,837)""}","{""[509,510)""}",411
42,North,"{""[716,717)""}","{""[436,437)""}",412
42,North,"{""[850,851)""}","{""[518,519)""}",413
42,North,"{""[843,844)""}","{""[513,514)""}",414
42,North,"{""[869,870)""}","{""[530,531)""}",415
42,North,"{""[890,891)""}","{""[542,543)""}",416
42,North,"{""[861,862)""}","{""[524,525)""}",417
42,North,"{""[945,946)""}","{""[576,577)""}",418
42,North,"{""[846,847)""}","{""[515,516)""}",419
42,North,"{""[976,977)""}","{""[594,595)""}",420
43,North,"{""[734,2203)"",""[2440,2458)""}","{""[231,694)""}",421
43,North,"{""[574,1723)""}","{""[180,542)""}",422
43,North,"{""[874,2624)""}","{""[275,827)""}",423
43,North,"{""[593,1780)"",""[2078,2111)""}","{""[187,562)""}",424
43,North,"{""[775,2327)"",""[2589,2609)""}","{""[244,733)""}",425
43,North,"{""[650,1951)"",""[2124,2152)""}","{""[205,616)""}",426
43,North,"{""[874,2623)""}","{""[275,827)""}",427
43,North,"{""[585,1757)"",""[1843,1867)""}","{""[184,554)""}",428
43,North,"{""[926,2779)"",""[3079,3114)""}","{""[291,875)""}",429
43,North,"{""[974,2924)"",""[3067,3082)""}","{""[307,922)""}",430
44,North,"{""[1858,1859)""}","{""[850,851)""}",431
44,North,"{""[1769,1770)""}","{""[809,810)""}",432
44,North,"{""[2007,2008)""}","{""[918,919)""}",433
44,North,"{""[2007,2008)""}","{""[918,919)""}",434
44,North,"{""[1911,1912)""}","{""[874,875)""}",435
44,North,"{""[2170,2171)""}","{""[992,993)""}",436
44,North,"{""[2299,2300)""}","{""[1051,1052)""}",437
44,North,"{""[1391,1392)""}","{""[636,637)""}",438
44,North,"{""[1528,1529)""}","{""[699,700)""}",439
44,North,"{""[1300,1301)""}","{""[594,595)""}",440
45,North,"{""[1010,1236)""}","{""[434,532)""}",441
45,North,"{""[895,1095)""}","{""[385,471)""}",442
45,North,"{""[1449,1773)""}","{""[623,763)""}",443
45,North,"{""[1512,1849)""}","{""[650,796)""}",444
45,North,"{""[1069,1307)""}","{""[460,564)""}",445
45,North,"{""[1146,1402)""}","{""[494,604)""}",446
45,North,"{""[951,1163)""}","{""[409,501)""}",447
45,North,"{""[1539,1882)""}","{""[662,810)""}",448
45,North,"{""[1071,1310)""}","{""[460,564)""}",449
45,North,"{""[1208,1478)""}","{""[520,636)""}",450
46,North,"{""[279,343)""}","{""[109,135)""}",451
46,North,"{""[348,426)""}","{""[136,168)""}",452
46,North,"{""[395,483)""}","{""[155,191)""}",453
46,North,"{""[411,503)""}","{""[161,197)""}",454
46,North,"{""[454,556)""}","{""[179,219)""}",455
46,North,"{""[341,417)""}","{""[134,164)""}",456
46,North,"{""[410,502)""}","{""[161,197)""}",457
46,North,"{""[284,348)""}","{""[111,137)""}",458
46,North,"{""[340,416)""}","{""[133,163)""}",459
46,North,"{""[272,334)""}","{""[107,131)""}",460
47,North,"{""[864,865)""}","{""[472,473)""}",461
47,North,"{""[1108,1109)""}","{""[605,606)""}",462
47,North,"{""[1161,1162)""}","{""[633,634)""}",463
47,North,"{""[1526,1527)""}","{""[833,834)""}",464
47,North,"{""[1458,1459)""}","{""[795,796)""}",465
47,North,"{""[913,914)""}","{""[498,499)""}",466
47,North,"{""[1335,1336)""}","{""[729,730)""}",467
47,North,"{""[1234,1235)""}","{""[673,674)""}",468
47,North,"{""[1546,1547)""}","{""[844,845)""}",469
47,North,"{""[1100,1101)""}","{""[600,601)""}",470
48,North,"{""[1288,1289)""}","{""[528,529)""}",471
48,North,"{""[1212,1213)""}","{""[496,497)""}",472
48,North,"{""[766,767)""}","{""[314,315)""}",473
48,North,"{""[839,840)""}","{""[344,345)""}",474
48,North,"{""[1099,1100)""}","{""[450,451)""}",475
48,North,"{""[1301,1302)""}","{""[533,534)""}",476
48,North,"{""[741,742)""}","{""[303,304)""}",477
48,North,"{""[913,914)""}","{""[374,375)""}",478
48,North,"{""[1312,1313)""}","{""[538,539)""}",479
48,North,"{""[1189,1190)""}","{""[487,488)""}",480
49,North,"{""[320,961)"",""[1219,1243)""}","{""[104,314)""}",481
49,North,"{""[278,835)""}","{""[91,274)""}",482
49,North,"{""[384,1153)""}","{""[125,377)""}",483
49,North,"{""[376,1130)""}","{""[123,370)""}",484
49,North,"{""[241,724)""}","{""[78,236)""}",485
49,North,"{""[249,748)"",""[804,822)""}","{""[81,245)""}",486
49,North,"{""[219,659)"",""[769,816)""}","{""[71,215)""}",487
49,North,"{""[277,832)""}","{""[90,272)""}",488
49,North,"{""[226,680)"",""[864,881)""}","{""[74,223)""}",489
49,North,"{""[355,1067)""}","{""[116,349)""}",490
50,North,"{""[1234,1510)""}","{""[549,672)""}",491
50,North,"{""[1617,1977)""}","{""[718,878)""}",492
50,North,"{""[2044,2500)""}","{""[908,1110)""}",493
50,North,"{""[1170,1432)""}","{""[520,636)""}",494
50,North,"{""[1887,2307)""}","{""[838,1026)""}",495
50,North,"{""[1968,2406)""}","{""[874,1070)""}",496
50,North,"{""[1634,1998)""}","{""[726,888)""}",497
50,North,"{""[1572,1922)""}","{""[698,854)""}",498
50,North,"{""[2062,2522)""}","{""[916,1120)""}",499
50,North,"{""[1188,1453)""}","{""[527,645)""}",500
51,North,"{""[1179,1443)""}","{""[753,921)""}",501
51,North,"{""[1055,1291)""}","{""[673,823)""}",502
51,North,"{""[1323,1618)""}","{""[844,1032)""}",503
51,North,"{""[790,966)""}","{""[504,617)""}",504
51,North,"{""[794,972)""}","{""[506,620)""}",505
51,North,"{""[1130,1382)""}","{""[720,882)""}",506
51,North,"{""[784,960)""}","{""[500,612)""}",507
51,North,"{""[918,1123)""}","{""[585,717)""}",508
51,North,"{""[1146,1402)""}","{""[731,895)""}",509
51,North,"{""[1092,1336)""}","{""[696,852)""}",510
52,North,"{""[792,969)""}","{""[358,438)""}",511
52,North,"{""[756,925)""}","{""[342,419)""}",512
52,North,"{""[827,1011)""}","{""[373,457)""}",513
52,North,"{""[590,722)""}","{""[266,326)""}",514
52,North,"{""[872,1066)""}","{""[394,482)""}",515
52,North,"{""[943,1153)""}","{""[425,521)""}",516
52,North,"{""[848,1038)""}","{""[383,469)""}",517
52,North,"{""[903,1105)""}","{""[408,500)""}",518
52,North,"{""[881,1077)""}","{""[397,487)""}",519
52,North,"{""[645,789)""}","{""[291,357)""}",520
53,North,"{""[913,1117)""}","{""[597,731)""}",521
53,North,"{""[982,1202)""}","{""[643,787)""}",522
53,North,"{""[960,1174)""}","{""[628,768)""}",523
53,North,"{""[765,936)""}","{""[501,613)""}",524
53,North,"{""[966,1182)""}","{""[632,774)""}",525
53,North,"{""[1111,1359)""}","{""[727,889)""}",526
53,North,"{""[935,1143)""}","{""[612,749)""}",527
53,North,"{""[800,978)""}","{""[523,641)""}",528
53,North,"{""[1268,1550)""}","{""[829,1015)""}",529
53,North,"{""[748,916)""}","{""[489,599)""}",530
54,North,"{""[1297,1587)""}","{""[432,530)""}",531
54,North,"{""[1957,2393)""}","{""[652,798)""}",532
54,North,"{""[2032,2484)""}","{""[677,829)""}",533
54,North,"{""[1770,2164)""}","{""[590,722)""}",534
54,North,"{""[1800,2202)""}","{""[600,734)""}",535
54,North,"{""[1775,2171)""}","{""[592,724)""}",536
54,North,"{""[1537,1879)""}","{""[513,628)""}",537
54,North,"{""[1323,1619)""}","{""[441,541)""}",538
54,North,"{""[1561,1909)""}","{""[521,637)""}",539
54,North,"{""[1881,2301)""}","{""[627,767)""}",540
55,North,"{""[1248,1274)"",""[1363,1415)"",""[1375,1414)""}","{""[574,600)"",""[689,741)"",""[701,740)""}",541
55,North,"{""[1291,1333)"",""[1350,1424)"",""[1520,1563)""}","{""[528,570)"",""[587,661)"",""[757,800)""}",542
55,North,"{""[1353,1427)"",""[1421,1490)"",""[1427,1461)""}","{""[644,718)"",""[712,781)"",""[718,752)""}",543
55,North,"{""[2178,2257)"",""[2203,2276)""}","{""[1080,1159)"",""[1105,1178)""}",544
55,North,"{""[1829,1866)"",""[2096,2164)""}","{""[800,837)"",""[1067,1135)""}",545
55,North,"{""[1410,1466)"",""[1429,1504)"",""[1516,1536)""}","{""[593,649)"",""[612,687)"",""[699,719)""}",546
55,North,"{""[1771,1838)"",""[2023,2044)""}","{""[762,829)"",""[1014,1035)""}",547
55,North,"{""[1302,1348)"",""[1342,1383)""}","{""[606,652)"",""[646,687)""}",548
55,North,"{""[1469,1527)"",""[1548,1588)"",""[1576,1656)""}","{""[736,794)"",""[815,855)"",""[843,923)""}",549
55,North,"{""[1182,1212)"",""[1489,1548)""}","{""[490,520)"",""[797,856)""}",550
56,North,"{""[290,291)""}","{""[165,166)""}",551
56,North,"{""[287,288)""}","{""[163,164)""}",552
56,North,"{""[320,321)""}","{""[181,182)""}",553
56,North,"{""[285,286)""}","{""[162,163)""}",554
56,North,"{""[249,250)""}","{""[141,142)""}",555
56,North,"{""[303,304)""}","{""[172,173)""}",556
56,North,"{""[273,274)""}","{""[155,156)""}",557
56,North,"{""[230,231)""}","{""[131,132)""}",558
56,North,"{""[333,334)""}","{""[189,190)""}",559
56,North,"{""[317,318)""}","{""[180,181)""}",560
57,North,"{""[1064,1065)""}","{""[603,604)""}",561
57,North,"{""[1650,1651)""}","{""[935,936)""}",562
57,North,"{""[937,938)""}","{""[531,532)""}",563
57,North,"{""[1052,1053)""}","{""[596,597)""}",564
57,North,"{""[1620,1621)""}","{""[918,919)""}",565
57,North,"{""[1484,1485)""}","{""[841,842)""}",566
57,North,"{""[1481,1482)""}","{""[839,840)""}",567
57,North,"{""[1117,1118)""}","{""[633,634)""}",568
57,North,"{""[987,988)""}","{""[559,560)""}",569
57,North,"{""[1276,1277)""}","{""[723,724)""}",570
58,North,"{""[991,1213)""}","{""[366,448)""}",571
58,North,"{""[814,996)""}","{""[301,369)""}",572
58,North,"{""[1007,1231)""}","{""[372,456)""}",573
58,North,"{""[1070,1308)""}","{""[396,485)""}",574
58,North,"{""[887,1085)""}","{""[328,402)""}",575
58,North,"{""[912,1116)""}","{""[337,413)""}",576
58,North,"{""[1113,1361)""}","{""[412,504)""}",577
58,North,"{""[935,1143)""}","{""[345,423)""}",578
58,North,"{""[948,1160)""}","{""[351,430)""}",579
58,North,"{""[726,888)""}","{""[268,328)""}",580
59,North,"{""[712,872)""}","{""[377,461)""}",581
59,North,"{""[819,1003)""}","{""[433,531)""}",582
59,North,"{""[660,808)""}","{""[349,427)""}",583
59,North,"{""[713,873)""}","{""[377,461)""}",584
59,North,"{""[968,1184)""}","{""[512,626)""}",585
59,North,"{""[607,743)""}","{""[321,393)""}",586
59,North,"{""[959,1173)""}","{""[507,621)""}",587
59,North,"{""[738,903)""}","{""[390,478)""}",588
59,North,"{""[842,1030)""}","{""[445,545)""}",589
59,North,"{""[693,849)""}","{""[367,449)""}",590
60,North,"{""[1051,1052)""}","{""[670,671)""}",591
60,North,"{""[1028,1029)""}","{""[655,656)""}",592
60,North,"{""[817,818)""}","{""[520,521)""}",593
60,North,"{""[1337,1338)""}","{""[851,852)""}",594
60,North,"{""[1255,1256)""}","{""[799,800)""}",595
60,North,"{""[911,912)""}","{""[580,581)""}",596
60,North,"{""[1277,1278)""}","{""[813,814)""}",597
60,North,"{""[815,816)""}","{""[519,520)""}",598
60,North,"{""[1181,1182)""}","{""[752,753)""}",599
60,North,"{""[1114,1115)""}","{""[709,710)""}",600
61,South,"{""[543,544)""}","{""[359,360)""}",601
61,South,"{""[761,762)""}","{""[503,504)""}",602
61,South,"{""[649,650)""}","{""[429,430)""}",603
61,South,"{""[470,471)""}","{""[311,312)""}",604
61,South,"{""[454,455)""}","{""[300,301)""}",605
61,South,"{""[509,510)""}","{""[337,338)""}",606
61,South,"{""[480,481)""}","{""[317,318)""}",607
61,South,"{""[472,473)""}","{""[312,313)""}",608
61,South,"{""[689,690)""}","{""[456,457)""}",609
61,South,"{""[444,445)""}","{""[294,295)""}",610
62,South,"{""[1848,2260)""}","{""[1017,1245)""}",611
62,South,"{""[1853,2265)""}","{""[1021,1249)""}",612
62,South,"{""[1554,1900)""}","{""[855,1047)""}",613
62,South,"{""[2011,2459)""}","{""[1107,1355)""}",614
62,South,"{""[1665,2036)""}","{""[917,1121)""}",615
62,South,"{""[1733,2119)""}","{""[954,1168)""}",616
62,South,"{""[1723,2107)""}","{""[949,1161)""}",617
62,South,"{""[1953,2389)""}","{""[1076,1316)""}",618
62,South,"{""[1726,2110)""}","{""[950,1162)""}",619
62,South,"{""[1267,1549)""}","{""[698,854)""}",620
63,South,"{""[135,174)"",""[278,330)"",""[400,423)""}","{""[0,21)"",""[125,177)"",""[247,270)""}",621
63,South,"{""[160,203)"",""[277,301)""}","{""[0,33)"",""[107,131)""}",622
63,South,"{""[427,471)"",""[482,540)""}","{""[238,282)"",""[293,351)""}",623
63,South,"{""[361,439)"",""[423,484)""}","{""[191,269)"",""[253,314)""}",624
63,South,"{""[106,154)"",""[127,198)"",""[331,360)""}","{""[0,13)"",""[0,57)"",""[190,219)""}",625
63,South,"{""[308,330)"",""[478,539)"",""[585,610)""}","{""[92,114)"",""[262,323)"",""[369,394)""}",626
63,South,"{""[168,211)"",""[311,364)"",""[354,413)""}","{""[21,64)"",""[164,217)"",""[207,266)""}",627
63,South,"{""[311,357)"",""[460,518)"",""[509,550)""}","{""[150,196)"",""[299,357)"",""[348,389)""}",628
63,South,"{""[80,121)"",""[95,150)"",""[394,438)""}","{""[0,1)"",""[0,23)"",""[267,311)""}",629
63,South,"{""[265,290)"",""[393,455)""}","{""[113,138)"",""[241,303)""}",630
64,South,"{""[626,627)""}","{""[417,418)""}",631
64,South,"{""[547,548)""}","{""[364,365)""}",632
64,South,"{""[457,458)""}","{""[304,305)""}",633
64,South,"{""[516,517)""}","{""[344,345)""}",634
64,South,"{""[617,618)""}","{""[411,412)""}",635
64,South,"{""[433,434)""}","{""[288,289)""}",636
64,South,"{""[452,453)""}","{""[301,302)""}",637
64,South,"{""[574,575)""}","{""[383,384)""}",638
64,South,"{""[580,581)""}","{""[387,388)""}",639
64,South,"{""[538,539)""}","{""[359,360)""}",640
65,South,"{""[2382,2434)"",""[2496,2558)""}","{""[1621,1673)"",""[1735,1797)""}",641
65,South,"{""[1648,1689)"",""[1697,1728)"",""[1931,1982)""}","{""[1089,1130)"",""[1138,1169)"",""[1372,1423)""}",642
65,South,"{""[1425,1449)"",""[1497,1571)""}","{""[928,952)"",""[1000,1074)""}",643
65,South,"{""[2362,2403)"",""[2416,2475)""}","{""[1647,1688)"",""[1701,1760)""}",644
65,South,"{""[1355,1385)"",""[1369,1442)"",""[1631,1700)""}","{""[880,910)"",""[894,967)"",""[1156,1225)""}",645
65,South,"{""[1860,1906)"",""[2207,2255)""}","{""[1205,1251)"",""[1552,1600)""}",646
65,South,"{""[1687,1755)"",""[1769,1828)""}","{""[1127,1195)"",""[1209,1268)""}",647
65,South,"{""[2098,2152)"",""[2101,2140)"",""[2219,2296)""}","{""[1397,1451)"",""[1400,1439)"",""[1518,1595)""}",648
65,South,"{""[2314,2383)"",""[2370,2418)"",""[2425,2505)""}","{""[1581,1650)"",""[1637,1685)"",""[1692,1772)""}",649
65,South,"{""[1550,1621)"",""[1662,1692)"",""[1705,1758)""}","{""[1020,1091)"",""[1132,1162)"",""[1175,1228)""}",650
66,South,"{""[1051,1052)""}","{""[373,374)""}",651
66,South,"{""[1421,1422)""}","{""[505,506)""}",652
66,South,"{""[1326,1327)""}","{""[471,472)""}",653
66,South,"{""[1812,1813)""}","{""[644,645)""}",654
66,South,"{""[1620,1621)""}","{""[575,576)""}",655
66,South,"{""[1451,1452)""}","{""[515,516)""}",656
66,South,"{""[1114,1115)""}","{""[395,396)""}",657
66,South,"{""[1078,1079)""}","{""[383,384)""}",658
66,South,"{""[1144,1145)""}","{""[406,407)""}",659
66,South,"{""[1394,1395)""}","{""[495,496)""}",660
67,South,"{""[849,1039)""}","{""[305,373)""}",661
67,South,"{""[1403,1715)""}","{""[503,615)""}",662
67,South,"{""[1339,1637)""}","{""[480,588)""}",663
67,South,"{""[1385,1693)""}","{""[496,608)""}",664
67,South,"{""[1416,1732)""}","{""[507,621)""}",665
67,South,"{""[1068,1306)""}","{""[383,469)""}",666
67,South,"{""[1055,1291)""}","{""[378,464)""}",667
67,South,"{""[1040,1272)""}","{""[373,457)""}",668
67,South,"{""[1048,1282)""}","{""[376,460)""}",669
67,South,"{""[842,1030)""}","{""[302,370)""}",670
68,South,"{""[793,794)""}","{""[246,247)""}",671
68,South,"{""[718,719)""}","{""[223,224)""}",672
68,South,"{""[774,775)""}","{""[240,241)""}",673
68,South,"{""[515,516)""}","{""[160,161)""}",674
68,South,"{""[574,575)""}","{""[178,179)""}",675
68,South,"{""[789,790)""}","{""[245,246)""}",676
68,South,"{""[736,737)""}","{""[229,230)""}",677
68,South,"{""[516,517)""}","{""[160,161)""}",678
68,South,"{""[740,741)""}","{""[230,231)""}",679
68,South,"{""[638,639)""}","{""[198,199)""}",680
69,South,"{""[179,180)""}","{""[118,119)""}",681
69,South,"{""[252,253)""}","{""[166,167)""}",682
69,South,"{""[216,217)""}","{""[143,144)""}",683
69,South,"{""[238,239)""}","{""[157,158)""}",684
69,South,"{""[213,214)""}","{""[141,142)""}",685
69,South,"{""[161,162)""}","{""[106,107)""}",686
69,South,"{""[183,184)""}","{""[121,122)""}",687
69,South,"{""[184,185)""}","{""[122,123)""}",688
69,South,"{""[153,154)""}","{""[101,102)""}",689
69,South,"{""[199,200)""}","{""[132,133)""}",690
70,South,"{""[1398,1399)""}","{""[768,769)""}",691
70,South,"{""[2268,2269)""}","{""[1245,1246)""}",692
70,South,"{""[1930,1931)""}","{""[1060,1061)""}",693
70,South,"{""[1295,1296)""}","{""[711,712)""}",694
70,South,"{""[1841,1842)""}","{""[1011,1012)""}",695
70,South,"{""[1542,1543)""}","{""[846,847)""}",696
70,South,"{""[1434,1435)""}","{""[787,788)""}",697
70,South,"{""[1747,1748)""}","{""[959,960)""}",698
70,South,"{""[1950,1951)""}","{""[1071,1072)""}",699
70,South,"{""[1540,1541)""}","{""[846,847)""}",700
71,South,"{""[625,678)"",""[850,905)"",""[869,921)""}","{""[130,183)"",""[355,410)"",""[374,426)""}",701
71,South,"{""[571,631)"",""[678,745)"",""[747,790)""}","{""[102,162)"",""[209,276)"",""[278,321)""}",702
71,South,"{""[723,758)"",""[922,984)""}","{""[255,290)"",""[454,516)""}",703
71,South,"{""[1002,1024)"",""[1107,1179)"",""[1114,1168)""}","{""[292,314)"",""[397,469)"",""[404,458)""}",704
71,South,"{""[1012,1036)"",""[1266,1297)"",""[1299,1349)""}","{""[296,320)"",""[550,581)"",""[583,633)""}",705
71,South,"{""[1007,1045)"",""[1091,1167)"",""[1092,1114)""}","{""[263,301)"",""[347,423)"",""[348,370)""}",706
71,South,"{""[692,714)"",""[826,871)"",""[841,891)""}","{""[214,236)"",""[348,393)"",""[363,413)""}",707
71,South,"{""[1159,1201)"",""[1412,1435)""}","{""[399,441)"",""[652,675)""}",708
71,South,"{""[1223,1250)"",""[1272,1319)"",""[1288,1355)""}","{""[419,446)"",""[468,515)"",""[484,551)""}",709
71,South,"{""[987,1018)"",""[1068,1111)"",""[1068,1132)""}","{""[352,383)"",""[433,476)"",""[433,497)""}",710
72,South,"{""[686,2060)""}","{""[348,1046)""}",711
72,South,"{""[877,2633)"",""[2729,2773)""}","{""[445,1337)""}",712
72,South,"{""[802,2408)""}","{""[407,1222)""}",713
72,South,"{""[821,2464)""}","{""[416,1250)""}",714
72,South,"{""[886,2659)"",""[2751,2789)""}","{""[449,1349)""}",715
72,South,"{""[834,2503)""}","{""[423,1271)""}",716
72,South,"{""[1119,3358)""}","{""[568,1705)""}",717
72,South,"{""[1189,3569)""}","{""[603,1811)""}",718
72,South,"{""[1179,3539)"",""[3608,3658)""}","{""[598,1796)""}",719
72,South,"{""[864,2593)"",""[2834,2854)""}","{""[438,1316)""}",720
73,South,"{""[261,321)""}","{""[91,113)""}",721
73,South,"{""[227,279)""}","{""[80,98)""}",722
73,South,"{""[183,225)""}","{""[64,80)""}",723
73,South,"{""[198,244)""}","{""[70,86)""}",724
73,South,"{""[256,314)""}","{""[90,112)""}",725
73,South,"{""[216,266)""}","{""[76,94)""}",726
73,South,"{""[299,367)""}","{""[106,130)""}",727
73,South,"{""[170,208)""}","{""[59,73)""}",728
73,South,"{""[187,229)""}","{""[65,81)""}",729
73,South,"{""[229,281)""}","{""[81,100)""}",730
74,South,"{""[357,1073)""}","{""[160,481)""}",731
74,South,"{""[441,1324)""}","{""[197,593)""}",732
74,South,"{""[415,1247)"",""[1303,1324)""}","{""[186,559)""}",733
74,South,"{""[479,1438)""}","{""[214,644)""}",734
74,South,"{""[497,1492)""}","{""[222,668)""}",735
74,South,"{""[410,1232)""}","{""[184,553)""}",736
74,South,"{""[622,1867)""}","{""[279,838)""}",737
74,South,"{""[599,1798)""}","{""[268,806)""}",738
74,South,"{""[370,1112)"",""[1277,1298)""}","{""[166,499)""}",739
74,South,"{""[594,1783)""}","{""[266,799)""}",740
75,South,"{""[244,734)"",""[965,979)""}","{""[152,457)""}",741
75,South,"{""[195,586)""}","{""[121,365)""}",742
75,South,"{""[166,500)""}","{""[103,311)""}",743
75,South,"{""[213,640)"",""[734,767)""}","{""[132,398)""}",744
75,South,"{""[190,571)""}","{""[118,356)""}",745
75,South,"{""[155,467)""}","{""[96,290)""}",746
75,South,"{""[222,668)""}","{""[138,416)""}",747
75,South,"{""[195,587)""}","{""[121,365)""}",748
75,South,"{""[224,673)"",""[879,894)""}","{""[139,418)""}",749
75,South,"{""[140,421)""}","{""[87,262)""}",750
76,South,"{""[1420,1736)""}","{""[834,1020)""}",751
76,South,"{""[1419,1735)""}","{""[833,1019)""}",752
76,South,"{""[1567,1917)""}","{""[921,1127)""}",753
76,South,"{""[1163,1423)""}","{""[683,835)""}",754
76,South,"{""[1335,1633)""}","{""[784,960)""}",755
76,South,"{""[1116,1366)""}","{""[656,802)""}",756
76,South,"{""[1469,1797)""}","{""[863,1055)""}",757
76,South,"{""[1516,1854)""}","{""[891,1090)""}",758
76,South,"{""[1166,1426)""}","{""[684,838)""}",759
76,South,"{""[1797,2197)""}","{""[1055,1291)""}",760
77,South,"{""[1542,1543)""}","{""[856,857)""}",761
77,South,"{""[1033,1034)""}","{""[573,574)""}",762
77,South,"{""[1331,1332)""}","{""[739,740)""}",763
77,South,"{""[1622,1623)""}","{""[901,902)""}",764
77,South,"{""[1593,1594)""}","{""[884,885)""}",765
77,South,"{""[1343,1344)""}","{""[746,747)""}",766
77,South,"{""[1172,1173)""}","{""[651,652)""}",767
77,South,"{""[1059,1060)""}","{""[588,589)""}",768
77,South,"{""[1675,1676)""}","{""[930,931)""}",769
77,South,"{""[1110,1111)""}","{""[616,617)""}",770
78,South,"{""[471,1415)""}","{""[310,931)""}",771
78,South,"{""[803,2411)""}","{""[528,1586)""}",772
78,South,"{""[678,2035)"",""[2108,2150)""}","{""[446,1339)""}",773
78,South,"{""[684,2053)"",""[2251,2270)""}","{""[450,1351)""}",774
78,South,"{""[506,1520)"",""[1800,1848)""}","{""[333,1000)""}",775
78,South,"{""[569,1709)"",""[1769,1780)""}","{""[374,1124)""}",776
78,South,"{""[472,1417)"",""[1664,1710)""}","{""[310,932)""}",777
78,South,"{""[541,1625)""}","{""[356,1069)""}",778
78,South,"{""[658,1975)"",""[2032,2073)""}","{""[432,1298)""}",779
78,South,"{""[778,2335)"",""[2549,2578)""}","{""[511,1535)""}",780
79,South,"{""[660,1981)""}","{""[262,788)""}",781
79,South,"{""[442,1327)""}","{""[175,527)""}",782
79,South,"{""[572,1718)""}","{""[227,683)""}",783
79,South,"{""[488,1466)"",""[1596,1626)""}","{""[194,584)""}",784
79,South,"{""[678,2035)"",""[2334,2369)""}","{""[269,809)""}",785
79,South,"{""[462,1388)""}","{""[184,553)""}",786
79,South,"{""[616,1849)""}","{""[245,736)""}",787
79,South,"{""[582,1748)""}","{""[231,695)""}",788
79,South,"{""[504,1514)""}","{""[200,602)""}",789
79,South,"{""[519,1559)""}","{""[206,620)""}",790
80,South,"{""[906,2719)"",""[3008,3054)""}","{""[423,1270)""}",791
80,South,"{""[826,2480)""}","{""[386,1159)""}",792
80,South,"{""[580,1742)"",""[1911,1952)""}","{""[271,814)""}",793
80,South,"{""[896,2689)""}","{""[418,1256)""}",794
80,South,"{""[550,1651)""}","{""[257,772)""}",795
80,South,"{""[711,2134)""}","{""[332,997)""}",796
80,South,"{""[766,2300)""}","{""[358,1075)""}",797
80,South,"{""[634,1903)"",""[2168,2208)""}","{""[296,889)""}",798
80,South,"{""[636,1909)""}","{""[297,892)""}",799
80,South,"{""[558,1675)""}","{""[260,782)""}",800
81,Central,"{""[348,1046)""}","{""[205,617)""}",801
81,Central,"{""[270,812)"",""[954,999)""}","{""[159,479)""}",802
81,Central,"{""[323,971)""}","{""[190,572)""}",803
81,Central,"{""[359,1078)"",""[1339,1388)""}","{""[211,635)""}",804
81,Central,"{""[410,1232)""}","{""[242,727)""}",805
81,Central,"{""[476,1429)""}","{""[280,842)""}",806
81,Central,"{""[436,1309)""}","{""[257,772)""}",807
81,Central,"{""[468,1405)"",""[1505,1553)""}","{""[276,829)""}",808
81,Central,"{""[372,1118)"",""[1179,1191)""}","{""[219,659)""}",809
81,Central,"{""[289,869)""}","{""[170,512)""}",810
82,Central,"{""[1244,1245)""}","{""[631,632)""}",811
82,Central,"{""[1180,1181)""}","{""[599,600)""}",812
82,Central,"{""[1049,1050)""}","{""[532,533)""}",813
82,Central,"{""[1249,1250)""}","{""[634,635)""}",814
82,Central,"{""[933,934)""}","{""[473,474)""}",815
82,Central,"{""[1514,1515)""}","{""[768,769)""}",816
82,Central,"{""[1338,1339)""}","{""[679,680)""}",817
82,Central,"{""[1029,1030)""}","{""[522,523)""}",818
82,Central,"{""[1055,1056)""}","{""[535,536)""}",819
82,Central,"{""[1400,1401)""}","{""[711,712)""}",820
83,Central,"{""[1021,1249)""}","{""[505,619)""}",821
83,Central,"{""[1380,1688)""}","{""[684,837)""}",822
83,Central,"{""[1069,1307)""}","{""[529,647)""}",823
83,Central,"{""[1281,1567)""}","{""[634,776)""}",824
83,Central,"{""[1494,1828)""}","{""[739,905)""}",825
83,Central,"{""[1218,1490)""}","{""[603,739)""}",826
83,Central,"{""[1367,1671)""}","{""[676,828)""}",827
83,Central,"{""[1317,1611)""}","{""[652,798)""}",828
83,Central,"{""[1291,1579)""}","{""[639,783)""}",829
83,Central,"{""[830,1016)""}","{""[411,503)""}",830
84,Central,"{""[1467,1517)"",""[1538,1561)""}","{""[653,703)"",""[724,747)""}",831
84,Central,"{""[755,811)"",""[814,886)"",""[1087,1122)""}","{""[197,253)"",""[256,328)"",""[529,564)""}",832
84,Central,"{""[1382,1403)"",""[1510,1550)""}","{""[499,520)"",""[627,667)""}",833
84,Central,"{""[1123,1175)"",""[1266,1299)"",""[1309,1368)""}","{""[461,513)"",""[604,637)"",""[647,706)""}",834
84,Central,"{""[1531,1564)"",""[1627,1655)""}","{""[659,692)"",""[755,783)""}",835
84,Central,"{""[1173,1204)"",""[1248,1326)"",""[1282,1326)""}","{""[452,483)"",""[527,605)"",""[561,605)""}",836
